sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,configurable_variations,configurable_variation_labels
"VDL-191-SALSA-Orange-US 9",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Sandals,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Silvia Cobos",base,"Flat Platform Sandals with Pom Pom-Orange-US 9","<p><strong>Product Details</strong>: Flat Platform Sandals with Pom Pom<br /><strong>Material:</strong> Handwoven Upper, Leather Lining and Leather inner Sole, Synthetic Outer Sole<br /><strong>Size & Fit:</strong> true to size<br /><strong>Process of Manufacturing:</strong> Cutting the leather and textile materials to assemble them along with heels and stripes needed to bring to life our designer's illustrations.<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> Upper cleaning with a soft damp cloth with soapy foam.</p>",,2.000000,1,0,"Not Visible Individually",96.000000,,,,flat-platform-sandals-with-pom-pom-orange-us-9,"Flat Platform Sandals with Pom Pom","Flat Platform Sandals with Pom Pom","Flat Platform Sandals with Pom Pom Product Details: Flat Platform Sandals with Pom PomMaterial: Handwoven Upper, Leather Lining and Leather inner Sole, Synthetic Outer SoleSize & Fit: true to sizeProcess of Manufacturing: Cutting the leather and texti",/v/d/vdl-191-salsa-brw-2_1_6.jpg,,/v/d/vdl-191-salsa-brw-2_1_6.jpg,,/v/d/vdl-191-salsa-brw-2_1_6.jpg,,/v/d/vdl-191-salsa-brw-2_1_6.jpg,,"7/1/20, 3:10 PM","7/1/20, 3:10 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Orange,mgs_brand=Silvia Cobos,size=US 9,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/v/d/vdl-191-salsa-brw-1_1_6.jpg,/v/d/vdl-191-salsa-brw-2_1_6.jpg",",",,,,,,,,,,,
"VDL-191-SALSA-Mustard-US 6",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Sandals,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Silvia Cobos",base,"Flat Platform Sandals with Pom Pom-Mustard-US 6","<p><strong>Product Details</strong>: Flat Platform Sandals with Pom Pom<br /><strong>Material:</strong> Handwoven Upper, Leather Lining and Leather inner Sole, Synthetic Outer Sole<br /><strong>Size & Fit:</strong> true to size<br /><strong>Process of Manufacturing:</strong> Cutting the leather and textile materials to assemble them along with heels and stripes needed to bring to life our designer's illustrations.<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> Upper cleaning with a soft damp cloth with soapy foam.</p>",,2.000000,1,0,"Not Visible Individually",96.000000,,,,flat-platform-sandals-with-pom-pom-mustard-us-6,"Flat Platform Sandals with Pom Pom","Flat Platform Sandals with Pom Pom","Flat Platform Sandals with Pom Pom Product Details: Flat Platform Sandals with Pom PomMaterial: Handwoven Upper, Leather Lining and Leather inner Sole, Synthetic Outer SoleSize & Fit: true to sizeProcess of Manufacturing: Cutting the leather and texti",/v/d/vdl-191-salsa-ylw-1_1_1.jpg,,/v/d/vdl-191-salsa-ylw-1_1_1.jpg,,/v/d/vdl-191-salsa-ylw-1_1_1.jpg,,/v/d/vdl-191-salsa-ylw-1_1_1.jpg,,"7/1/20, 3:10 PM","7/1/20, 3:10 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Mustard,mgs_brand=Silvia Cobos,size=US 6,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/v/d/vdl-191-salsa-ylw-1_1_1.jpg,/v/d/vdl-191-salsa-ylw-2_1_1.jpg",",",,,,,,,,,,,
"VDL-191-SALSA-Mustard-US 8",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Sandals,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Silvia Cobos",base,"Flat Platform Sandals with Pom Pom","<p><strong>Product Details</strong>: Flat Platform Sandals with Pom Pom<br /><strong>Material:</strong> Handwoven Upper, Leather Lining and Leather inner Sole, Synthetic Outer Sole<br /><strong>Size & Fit:</strong> true to size<br /><strong>Process of Manufacturing:</strong> Cutting the leather and textile materials to assemble them along with heels and stripes needed to bring to life our designer's illustrations.<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> Upper cleaning with a soft damp cloth with soapy foam.</p>",,2.000000,1,0,"Catalog, Search",96.000000,,,,flat-platform-sandals-with-pom-pom-mustard-us-8,"Flat Platform Sandals with Pom Pom","Flat Platform Sandals with Pom Pom","Flat Platform Sandals with Pom Pom Product Details: Flat Platform Sandals with Pom PomMaterial: Handwoven Upper, Leather Lining and Leather inner Sole, Synthetic Outer SoleSize & Fit: true to sizeProcess of Manufacturing: Cutting the leather and texti",/v/d/vdl-191-salsa-ylw-1_1_2.jpg,,/v/d/vdl-191-salsa-ylw-1_1_2.jpg,,/v/d/vdl-191-salsa-ylw-1_1_2.jpg,,/v/d/vdl-191-salsa-ylw-1_1_2.jpg,,"7/1/20, 3:10 PM","7/1/20, 3:11 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",Colombia,"color=Mustard,hover=/v/d/vdl-191-salsa-ylw-2_1_2.jpg,mgs_brand=Silvia Cobos,preorder=No,size=US 8,stripe_sub_enabled=No,stripe_sub_interval=Months,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/v/d/vdl-191-salsa-ylw-1_1_2.jpg,/v/d/vdl-191-salsa-ylw-2_1_2.jpg",",",,,,,,,,,,,
"VDL-191-SALSA-Mustard-US 10",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Sandals,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Silvia Cobos",base,"Flat Platform Sandals with Pom Pom-Mustard-US 10","<p><strong>Product Details</strong>: Flat Platform Sandals with Pom Pom<br /><strong>Material:</strong> Handwoven Upper, Leather Lining and Leather inner Sole, Synthetic Outer Sole<br /><strong>Size & Fit:</strong> true to size<br /><strong>Process of Manufacturing:</strong> Cutting the leather and textile materials to assemble them along with heels and stripes needed to bring to life our designer's illustrations.<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> Upper cleaning with a soft damp cloth with soapy foam.</p>",,2.000000,1,0,"Not Visible Individually",96.000000,,,,flat-platform-sandals-with-pom-pom-mustard-us-10,"Flat Platform Sandals with Pom Pom","Flat Platform Sandals with Pom Pom","Flat Platform Sandals with Pom Pom Product Details: Flat Platform Sandals with Pom PomMaterial: Handwoven Upper, Leather Lining and Leather inner Sole, Synthetic Outer SoleSize & Fit: true to sizeProcess of Manufacturing: Cutting the leather and texti",/v/d/vdl-191-salsa-ylw-1_1_3.jpg,,/v/d/vdl-191-salsa-ylw-1_1_3.jpg,,/v/d/vdl-191-salsa-ylw-1_1_3.jpg,,/v/d/vdl-191-salsa-ylw-1_1_3.jpg,,"7/1/20, 3:10 PM","7/1/20, 3:10 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Mustard,mgs_brand=Silvia Cobos,size=US 10,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/v/d/vdl-191-salsa-ylw-1_1_3.jpg,/v/d/vdl-191-salsa-ylw-2_1_3.jpg",",",,,,,,,,,,,
"VDL-191-SALSA-Mustard-US 5",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Sandals,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Silvia Cobos",base,"Flat Platform Sandals with Pom Pom-Mustard-US 5","<p><strong>Product Details</strong>: Flat Platform Sandals with Pom Pom<br /><strong>Material:</strong> Handwoven Upper, Leather Lining and Leather inner Sole, Synthetic Outer Sole<br /><strong>Size & Fit:</strong> true to size<br /><strong>Process of Manufacturing:</strong> Cutting the leather and textile materials to assemble them along with heels and stripes needed to bring to life our designer's illustrations.<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> Upper cleaning with a soft damp cloth with soapy foam.</p>",,2.000000,1,0,"Not Visible Individually",96.000000,,,,flat-platform-sandals-with-pom-pom-mustard-us-5,"Flat Platform Sandals with Pom Pom","Flat Platform Sandals with Pom Pom","Flat Platform Sandals with Pom Pom Product Details: Flat Platform Sandals with Pom PomMaterial: Handwoven Upper, Leather Lining and Leather inner Sole, Synthetic Outer SoleSize & Fit: true to sizeProcess of Manufacturing: Cutting the leather and texti",/v/d/vdl-191-salsa-ylw-1_1_4.jpg,,/v/d/vdl-191-salsa-ylw-1_1_4.jpg,,/v/d/vdl-191-salsa-ylw-1_1_4.jpg,,/v/d/vdl-191-salsa-ylw-1_1_4.jpg,,"7/1/20, 3:10 PM","7/1/20, 3:10 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Mustard,mgs_brand=Silvia Cobos,size=US 5,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/v/d/vdl-191-salsa-ylw-1_1_4.jpg,/v/d/vdl-191-salsa-ylw-2_1_4.jpg",",",,,,,,,,,,,
"VDL-191-SALSA-Mustard-US 7",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Sandals,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Silvia Cobos",base,"Flat Platform Sandals with Pom Pom-Mustard-US 7","<p><strong>Product Details</strong>: Flat Platform Sandals with Pom Pom<br /><strong>Material:</strong> Handwoven Upper, Leather Lining and Leather inner Sole, Synthetic Outer Sole<br /><strong>Size & Fit:</strong> true to size<br /><strong>Process of Manufacturing:</strong> Cutting the leather and textile materials to assemble them along with heels and stripes needed to bring to life our designer's illustrations.<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> Upper cleaning with a soft damp cloth with soapy foam.</p>",,2.000000,1,0,"Not Visible Individually",96.000000,,,,flat-platform-sandals-with-pom-pom-mustard-us-7,"Flat Platform Sandals with Pom Pom","Flat Platform Sandals with Pom Pom","Flat Platform Sandals with Pom Pom Product Details: Flat Platform Sandals with Pom PomMaterial: Handwoven Upper, Leather Lining and Leather inner Sole, Synthetic Outer SoleSize & Fit: true to sizeProcess of Manufacturing: Cutting the leather and texti",/v/d/vdl-191-salsa-ylw-1_1_5.jpg,,/v/d/vdl-191-salsa-ylw-1_1_5.jpg,,/v/d/vdl-191-salsa-ylw-1_1_5.jpg,,/v/d/vdl-191-salsa-ylw-1_1_5.jpg,,"7/1/20, 3:10 PM","7/1/20, 3:10 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Mustard,mgs_brand=Silvia Cobos,size=US 7,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/v/d/vdl-191-salsa-ylw-1_1_5.jpg,/v/d/vdl-191-salsa-ylw-2_1_5.jpg",",",,,,,,,,,,,
"VDL-191-SALSA-Mustard-US 9",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Sandals,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Silvia Cobos",base,"Flat Platform Sandals with Pom Pom-Mustard-US 9","<p><strong>Product Details</strong>: Flat Platform Sandals with Pom Pom<br /><strong>Material:</strong> Handwoven Upper, Leather Lining and Leather inner Sole, Synthetic Outer Sole<br /><strong>Size & Fit:</strong> true to size<br /><strong>Process of Manufacturing:</strong> Cutting the leather and textile materials to assemble them along with heels and stripes needed to bring to life our designer's illustrations.<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> Upper cleaning with a soft damp cloth with soapy foam.</p>",,2.000000,1,0,"Not Visible Individually",96.000000,,,,flat-platform-sandals-with-pom-pom-mustard-us-9,"Flat Platform Sandals with Pom Pom","Flat Platform Sandals with Pom Pom","Flat Platform Sandals with Pom Pom Product Details: Flat Platform Sandals with Pom PomMaterial: Handwoven Upper, Leather Lining and Leather inner Sole, Synthetic Outer SoleSize & Fit: true to sizeProcess of Manufacturing: Cutting the leather and texti",/v/d/vdl-191-salsa-ylw-1_1_6.jpg,,/v/d/vdl-191-salsa-ylw-1_1_6.jpg,,/v/d/vdl-191-salsa-ylw-1_1_6.jpg,,/v/d/vdl-191-salsa-ylw-1_1_6.jpg,,"7/1/20, 3:10 PM","7/1/20, 3:10 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Mustard,mgs_brand=Silvia Cobos,size=US 9,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/v/d/vdl-191-salsa-ylw-1_1_6.jpg,/v/d/vdl-191-salsa-ylw-2_1_6.jpg",",",,,,,,,,,,,
VDL-191-SALSA,,Default,configurable,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Sandals,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Silvia Cobos",base,"Flat Platform Sandals with Pom Pom","<p><strong>Product Details</strong>: Flat Platform Sandals with Pom Pom<br /><strong>Material:</strong> Handwoven Upper, Leather Lining and Leather inner Sole, Synthetic Outer Sole<br /><strong>Size & Fit:</strong> true to size<br /><strong>Process of Manufacturing:</strong> Cutting the leather and textile materials to assemble them along with heels and stripes needed to bring to life our designer's illustrations.<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> Upper cleaning with a soft damp cloth with soapy foam.</p>",,2.000000,1,0,"Catalog, Search",,,,,flat-platform-sandals-with-pom-pom,"Flat Platform Sandals with Pom Pom","Flat Platform Sandals with Pom Pom","Flat Platform Sandals with Pom Pom Product Details: Flat Platform Sandals with Pom PomMaterial: Handwoven Upper, Leather Lining and Leather inner Sole, Synthetic Outer SoleSize & Fit: true to sizeProcess of Manufacturing: Cutting the leather and texti",/v/d/vdl-191-salsa-brw-2.jpg,,/v/d/vdl-191-salsa-brw-2.jpg,,/v/d/vdl-191-salsa-brw-2.jpg,,,,"7/1/20, 3:10 PM","7/13/20, 2:45 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",Colombia,"complete_your_look=21,hover=/v/d/vdl-191-salsa-brw-1.jpg,mgs_brand=Silvia Cobos,mobile_sizechart=/m/o/mobile-size-chart-silvia-cobos_11.jpg,sizechart=/d/e/desktop-size-chart-silvia-cobos_11.jpg,ts_packaging_type=None,you_may_also_like=34",0.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/v/d/vdl-191-salsa-brw-1.jpg,/v/d/vdl-191-salsa-brw-2.jpg,/d/e/desktop-size-chart-silvia-cobos_11.jpg,/m/o/mobile-size-chart-silvia-cobos_11.jpg",",,,",,,,,,,,,,"sku=VDL-191-SALSA-Orange-US 8,color=Orange,size=US 8|sku=VDL-191-SALSA-Orange-US 6,color=Orange,size=US 6|sku=VDL-191-SALSA-Orange-US 9,color=Orange,size=US 9|sku=VDL-191-SALSA-Orange-US 7,color=Orange,size=US 7|sku=VDL-191-SALSA-Orange-US 5,color=Orange,size=US 5|sku=VDL-191-SALSA-Orange-US 10,color=Orange,size=US 10|sku=VDL-191-SALSA-Mustard-US 6,color=Mustard,size=US 6|sku=VDL-191-SALSA-Mustard-US 9,color=Mustard,size=US 9|sku=VDL-191-SALSA-Mustard-US 7,color=Mustard,size=US 7|sku=VDL-191-SALSA-Mustard-US 5,color=Mustard,size=US 5|sku=VDL-191-SALSA-Mustard-US 10,color=Mustard,size=US 10|sku=VDL-191-SALSA-Mustard-US 8,color=Mustard,size=US 8","color=Color,size=Size"
"VDL-PPF-MULEBGE-Beige-US 10",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Mules,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Silvia Cobos",base,"Flat Mules With Pom POM-Beige-US 10","<p><strong>Product Details</strong>:Flat Mules With Pom POM<br /><strong>Material:</strong> Textile Upper, Leather Lining and Leather inner Sole, Synthetic outer Sole<br /><strong>Size & Fit:</strong> true to size<br /><strong>Process of Manufacturing:</strong> Cutting the leather and textile materials to assemble them along with heels and stripes needed to bring to life our designer's illustrations.<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> Upper cleaning with a soft damp cloth with soapy foam.</p>",,2.000000,1,0,"Not Visible Individually",84.000000,,,,flat-mules-with-pom-pom-beige-us-10,"Flat Mules With Pom POM","Flat Mules With Pom POM","Flat Mules With Pom POM Product Details:Flat Mules With Pom POMMaterial: Textile Upper, Leather Lining and Leather inner Sole, Synthetic outer SoleSize & Fit: true to sizeProcess of Manufacturing: Cutting the leather and textile materials to assemble ",,,,,,,,,"7/1/20, 3:28 PM","7/1/20, 3:28 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Beige,mgs_brand=Silvia Cobos,preorder=No,size=US 10,stripe_sub_enabled=No,stripe_sub_interval=Months,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"VDL-PPF-MULEBGE-Beige-US 8",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Mules,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Silvia Cobos",base,"Flat Mules With Pom POM-Beige-US 8","<p><strong>Product Details</strong>:Flat Mules With Pom POM<br /><strong>Material:</strong> Textile Upper, Leather Lining and Leather inner Sole, Synthetic outer Sole<br /><strong>Size & Fit:</strong> true to size<br /><strong>Process of Manufacturing:</strong> Cutting the leather and textile materials to assemble them along with heels and stripes needed to bring to life our designer's illustrations.<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> Upper cleaning with a soft damp cloth with soapy foam.</p>",,2.000000,1,0,"Not Visible Individually",84.000000,,,,flat-mules-with-pom-pom-beige-us-8,"Flat Mules With Pom POM","Flat Mules With Pom POM","Flat Mules With Pom POM Product Details:Flat Mules With Pom POMMaterial: Textile Upper, Leather Lining and Leather inner Sole, Synthetic outer SoleSize & Fit: true to sizeProcess of Manufacturing: Cutting the leather and textile materials to assemble ",,,,,,,,,"7/1/20, 3:28 PM","7/1/20, 3:28 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Beige,mgs_brand=Silvia Cobos,preorder=No,size=US 8,stripe_sub_enabled=No,stripe_sub_interval=Months,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"VDL-PPF-MULEBGE-Beige-US 6",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Mules,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Silvia Cobos",base,"Flat Mules With Pom POM-Beige-US 6","<p><strong>Product Details</strong>:Flat Mules With Pom POM<br /><strong>Material:</strong> Textile Upper, Leather Lining and Leather inner Sole, Synthetic outer Sole<br /><strong>Size & Fit:</strong> true to size<br /><strong>Process of Manufacturing:</strong> Cutting the leather and textile materials to assemble them along with heels and stripes needed to bring to life our designer's illustrations.<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> Upper cleaning with a soft damp cloth with soapy foam.</p>",,2.000000,1,0,"Not Visible Individually",84.000000,,,,flat-mules-with-pom-pom-beige-us-6,"Flat Mules With Pom POM","Flat Mules With Pom POM","Flat Mules With Pom POM Product Details:Flat Mules With Pom POMMaterial: Textile Upper, Leather Lining and Leather inner Sole, Synthetic outer SoleSize & Fit: true to sizeProcess of Manufacturing: Cutting the leather and textile materials to assemble ",,,,,,,,,"7/1/20, 3:28 PM","7/1/20, 3:28 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Beige,mgs_brand=Silvia Cobos,preorder=No,size=US 6,stripe_sub_enabled=No,stripe_sub_interval=Months,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"VDL-PPF-MULEBGE-Beige-US 5",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Mules,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Silvia Cobos",base,"Flat Mules With Pom POM-Beige-US 5","<p><strong>Product Details</strong>:Flat Mules With Pom POM<br /><strong>Material:</strong> Textile Upper, Leather Lining and Leather inner Sole, Synthetic outer Sole<br /><strong>Size & Fit:</strong> true to size<br /><strong>Process of Manufacturing:</strong> Cutting the leather and textile materials to assemble them along with heels and stripes needed to bring to life our designer's illustrations.<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> Upper cleaning with a soft damp cloth with soapy foam.</p>",,2.000000,1,0,"Not Visible Individually",84.000000,,,,flat-mules-with-pom-pom-beige-us-5,"Flat Mules With Pom POM","Flat Mules With Pom POM","Flat Mules With Pom POM Product Details:Flat Mules With Pom POMMaterial: Textile Upper, Leather Lining and Leather inner Sole, Synthetic outer SoleSize & Fit: true to sizeProcess of Manufacturing: Cutting the leather and textile materials to assemble ",,,,,,,,,"7/1/20, 3:28 PM","7/1/20, 3:28 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Beige,mgs_brand=Silvia Cobos,preorder=No,size=US 5,stripe_sub_enabled=No,stripe_sub_interval=Months,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"VDL-PPF-MULEBGE-Beige-US 7",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Mules,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Silvia Cobos",base,"Flat Mules With Pom POM-Beige-US 7","<p><strong>Product Details</strong>:Flat Mules With Pom POM<br /><strong>Material:</strong> Textile Upper, Leather Lining and Leather inner Sole, Synthetic outer Sole<br /><strong>Size & Fit:</strong> true to size<br /><strong>Process of Manufacturing:</strong> Cutting the leather and textile materials to assemble them along with heels and stripes needed to bring to life our designer's illustrations.<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> Upper cleaning with a soft damp cloth with soapy foam.</p>",,2.000000,1,0,"Not Visible Individually",84.000000,,,,flat-mules-with-pom-pom-beige-us-7,"Flat Mules With Pom POM","Flat Mules With Pom POM","Flat Mules With Pom POM Product Details:Flat Mules With Pom POMMaterial: Textile Upper, Leather Lining and Leather inner Sole, Synthetic outer SoleSize & Fit: true to sizeProcess of Manufacturing: Cutting the leather and textile materials to assemble ",,,,,,,,,"7/1/20, 3:28 PM","7/1/20, 3:28 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Beige,mgs_brand=Silvia Cobos,preorder=No,size=US 7,stripe_sub_enabled=No,stripe_sub_interval=Months,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
"VDL-PPF-MULEBGE-Beige-US 9",,Default,simple,"Default Category/Shoes,Default Category/Shoes/All Shoes,Default Category/Shoes/Flat shoes,Default Category/Shoes/Mules,Default Category/Shoes/New In,Default Category/Shoes/Day Styles,Default Category/Designers,Default Category/Designers/Silvia Cobos",base,"Flat Mules With Pom POM-Beige-US 9","<p><strong>Product Details</strong>:Flat Mules With Pom POM<br /><strong>Material:</strong> Textile Upper, Leather Lining and Leather inner Sole, Synthetic outer Sole<br /><strong>Size & Fit:</strong> true to size<br /><strong>Process of Manufacturing:</strong> Cutting the leather and textile materials to assemble them along with heels and stripes needed to bring to life our designer's illustrations.<br /><strong>Country of Origin:</strong> Colombia<br /><strong>Care of the product:</strong> Upper cleaning with a soft damp cloth with soapy foam.</p>",,2.000000,1,0,"Not Visible Individually",84.000000,,,,flat-mules-with-pom-pom-beige-us-9,"Flat Mules With Pom POM","Flat Mules With Pom POM","Flat Mules With Pom POM Product Details:Flat Mules With Pom POMMaterial: Textile Upper, Leather Lining and Leather inner Sole, Synthetic outer SoleSize & Fit: true to sizeProcess of Manufacturing: Cutting the leather and textile materials to assemble ",,,,,,,,,"7/1/20, 3:28 PM","7/1/20, 3:28 PM",,,"Block after Info Column",,,,No,,,,,,,,Colombia,"color=Beige,mgs_brand=Silvia Cobos,preorder=No,size=US 9,stripe_sub_enabled=No,stripe_sub_interval=Months,ts_packaging_type=None",100.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,
